,company,wikidata_id,product_score,report_evidence_binary,report_evidence_content,average_sentiment_impactful,score_before_graph,graph_group_average,final_score
778,Renesas Electronics Corp,Q1196269,0,False,nothing,22.919,1,1.0,1.0
779,Repsol SA,Q174747,0,False,nothing,-18.83,-1,-1.0,-1.0
780,Republic Services Inc,Q7314415,0,False,nothing,246.09,1,1.0,1.0
781,Restaurant Brands International Inc,Q18619470,0,True,Encouraging the leadership of women across our business and brands womens equality SD G TARGET 5,4.35,2,2.0,2.0
782,Rexnord Corp,Q28207096,0,False,nothing,25.30666666666666,1,1.0,1.0
783,Rinnai Corp,Q795243,0,False,nothing,60.49999999999999,1,1.0,1.0
784,Rio Tinto PLC,Q821293,0,False,nothing,-7.585384615384616,-1,-1.0,-1.0
785,Rockwell Automation Inc,Q1529234,0,False,nothing,41.69875,1,0.6666666666666666,1.0
786,ROCKWOOL International A/S,Q255661,0,False,nothing,1.34,1,1.0,1.0
787,Rohm Co Ltd,Q1192667,0,False,nothing,22.57,1,1.0,1.0
788,Rollins Inc,Q7361273,0,False,nothing,2.7866666666666675,1,1.0,1.0
789,Roper Technologies Inc,Q16932392,0,False,nothing,2.84,1,1.0,1.0
790,Rotork PLC,Q7370594,0,False,nothing,1.6363636363636365,1,1.0,1.0
791,Royal Bank of Canada,Q735261,0,False,nothing,5.581999999999998,1,1.0,1.0
792,Royal Caribbean Cruises Ltd,Q427881,0,False,nothing,-12.021428571428572,-1,-1.0,-1.0
794,RWE AG,Q138133,0,False,nothing,-131.9,-1,-1.0,-1.0
795,Saipem SpA,Q2213203,0,False,nothing,15.990000000000002,1,1.0,1.0
796,salesforce.com Inc,Q941127,0,True,This highlighted the process we began in 2015 and continue annually to address gender pay equity and to ensure everyone is paid equally for equal signed Germany s Diversity Charta the country s largest corporate initiative for diversity management which promotes the recognition appreciation and integration of diversity in business signed the U,20.41363636363636,2,2.0,2.0
797,salesforce.com Inc,Q941127,0,True,We convened political figures in Paris including Deputy Minister for Gender Equality Marlene S chi appa and presented the recommendations issued by the think tank during UNESCO s Call for Equality the U,20.41363636363636,2,2.0,2.0
798,Salmar ASA,Q7403259,0,False,nothing,0.0199999999999997,1,1.0,1.0
799,Sampo Oyj,Q1640495,0,True,Diversity and gender equality We are committed to providing a non discriminatory open and agreeable work environment where everyone is treated fairly and equally regardless of gender ethnic background religion nationality age sexual orientation or physical ability,145.47,2,2.0,2.0
800,Sampo Oyj,Q1640495,0,True,Our target is to have equal gender representation i,145.47,2,2.0,2.0
801,Sampo Oyj,Q1640495,0,True,The network arran g es discussion forums and sometimes invites external speakers to inspire and challenge us to further promote gender equality,145.47,2,2.0,2.0
802,Sampo Oyj,Q1640495,0,True,A new training pro gram me in diversity and inclusion was also launched in 2019 see Diversity and gender equality though we consider the risk of direct human rights violations as relatively low in our operations i,145.47,2,2.0,2.0
803,Sampo Oyj,Q1640495,0,True,A closer look at gender distribution at the four highest management levels shows that there is still room for improvement in terms of gender equality at the very top,145.47,2,2.0,2.0
804,Sampo Oyj,Q1640495,0,True,We are committed to diversity and equality Diversity and equality are key focus areas for If and we are committed to providing a non discriminatory open and agreeable working environment where everyone is treated fairly and equally regardless of gender ethnic background religion nationality age sexual orientation or physical ability,145.47,2,2.0,2.0
805,Samsung Electronics Co Ltd,Q20718,0,False,nothing,-14.575357142857143,-1,-1.0,-1.0
806,Samsung SDI Co Ltd,Q21120876,0,False,nothing,-0.2216666666666666,-1,-1.0,-1.0
807,Sands China Ltd,Q15913951,0,False,nothing,-22.5,-1,-1.0,-1.0
808,Sandvik AB,Q1753718,0,False,nothing,-5.22,-1,-1.0,-1.0
809,Sanofi,Q158205,0,False,nothing,9.963333333333331,1,1.0,1.0
810,Santander Bank Polska SA,Q806653,0,False,nothing,-0.27,-1,-1.0,-1.0
811,Sappi Ltd,Q481472,0,False,nothing,57.79499999999999,1,1.0,1.0
812,Sasol Ltd,Q905998,0,True,We launched Lets talk about women in Sasol to encourage all of us to talk openly and honestly about how we can accelerate progress on gender equity,-170.78,0,0.0,0.0
813,Sasol Ltd,Q905998,0,True,We have a diversity 10 point plan which provides a set of qualitative measures designed to enable the achievement of our diversity objectives including the recruitment development and retention of candidates from underrepresented groups as well as measures to enhance gender equity in South Africa,-170.78,0,0.0,0.0
814,Sasol Ltd,Q905998,0,True,In Eurasia we also continue to focus on gender diversity and driving women empowerment strategies that are fit for purpose and these are progressing well according to ORGANISATIONAL CULTURE AND DIVERSITY We have critically reviewed our leadership approach and engaged our leaders to redefine the leadership style and approach we believe will be instrumental in bringing our aspirational culture to life,-170.78,0,0.0,0.0
815,Sasol Ltd,Q905998,0,True,Our diversity point plan continues to provide a set of qualitative measures designed to enable the achievement of our objectives in meeting our Employment Equity targets including the recruitment development and retention of candidates from under represented groups as well as measures to enhance gender equity,-170.78,0,0.0,0.0
816,Saudi Arabian Oil Co,Q679322,0,False,nothing,-10.911470588235296,-1,-1.0,-1.0
817,Saudi Electricity Co,Q12188903,0,True,Empowering People and Communities CHAPTER 2 3839 Developing and Protecting People Goals Ensure health and safety of employees and contractors Support employees to grow and excel Heavily invest in the national work forces Emphasize in clu siv it y with emphasis on gender balance Way Forward Capture and disclose baseline standard social performance on health and safety HR KP Is and on equal opportunity with a gender focus policy launch improvement program Capture and improve contractor health and safety performance on SEC projects Review and act on key inhibiting factors to attracting supporting and retaining women in staff management and Board roles Integrate sustainability metrics into performance assessments Material issues Health and Safety Human Capital KSA Vision 2030 A Vibrant Society Caring for our health A Thriving Economy Attracting the talent we need Learning for work Providing equal opportunities S DGs We seek to develop and nurture our workforce that enables SEC to develop sustain ably and ultimately contribute to the vision,1.6699999999999997,2,2.0,2.0
818,Saudi Electricity Co,Q12188903,0,True,Empowering People and Communities CHAPTER 2 2020 ES G REPORT 2020 ES G REPORT 3839 Developing and Protecting People Goals Ensure health and safety of employees and contractors Support employees to grow and excel Heavily invest in the national work forces Emphasize in clu siv it y with emphasis on gender balance Way Forward Capture and disclose baseline standard social performance on health and safety HR KP Is and on equal opportunity with a gender focus Update refine and publicly disclose a health and safety policy and an equal opportunity policy launch improvement program Achieve ISO certification Capture and improve contractor health and safety performance on SEC projects Review and act on key inhibiting factors to attracting supporting and retaining women in staff management and Board roles Integrate sustainability metrics into performance assessments Material issues Health and Safety Human Capital KSA Vision 2030 A Vibrant Society Caring for our health A Thriving Economy Attracting the talent we need Learning for work Providing equal opportunities S DGs We seek to develop and nurture our workforce that enables SEC to develop sustain ably and ultimately contribute to the fulfilment of our mission and vision,1.6699999999999997,2,2.0,2.0
819,Saudi Telecom Co,Q1535171,0,False,nothing,43.655,1,1.0,1.0
820,SBA Communications Corp,Q7388926,0,False,nothing,-0.96,-1,-1.0,-1.0
822,SBI Cards & Payment Services Ltd,Q7388953,0,False,nothing,8.34,1,0.0,0.5
823,Schindler Holding AG,Q651212,0,True,With only 12 of female employees in our workforce we have focused our initial steps on gender balance,0.03,2,2.0,2.0
824,Schindler Holding AG,Q651212,0,True,Going forward we will increase the focus on inclusive behaviors and expectations on leaders while reinforcing our efforts to improve gender balance and widen the scope of our diversity is key to create an welcomes all aspects of diversity and ensures the organization benefits from each persons full contribution and unique Way Head of Corporate Inclusion Diversity Diverse teams in an inclusive take better decisions Women on the Board of Directors Women on the Group in executive positions 56 Diversity of governance bodies Beyond gender becoming a more LGBT I friendly employer Schindler Switzerland has been awarded the Swiss LGBT I label taking another step forward in its journey to become a more inclusive and diverse employer,0.03,2,2.0,2.0
825,Schlumberger NV,Q1425316,0,True,We comply with applicable laws and regulations in various jurisdictions requiring reporting of gender diversity and pay parity gender balance journey is further supported by several ongoing initiatives and forums related to improving gender balance focused on recruitment professional development education and also have various annual programs including in 2020 a refresh of the global standard for the female friendly work environment particularly aimed at women in the field,150.20999999999998,2,2.0,2.0
826,Schneider Electric SE,Q49053,0,False,nothing,41.3875,1,1.0,1.0
827,SCOR SE,Q920000,0,False,nothing,-1.7699999999999996,-1,-1.0,-1.0
828,Sealed Air Corp,Q7440621,0,False,nothing,14.825,1,1.0,1.0
829,Sekisui House Ltd,Q1539141,0,False,nothing,-0.3499999999999996,-1,-1.0,-1.0
830,Sempra Energy,Q7449804,0,False,nothing,15.680000000000003,1,1.0,1.0
831,Service Corp International/US,Q11306218,0,False,nothing,8.472,1,1.0,1.0
832,ServiceNow Inc,Q7455653,0,False,nothing,873.2266666666668,1,1.0,1.0
833,Severn Trent PLC,Q503077,0,True,The decrease in our median continues to be driven primarily by more women being attracted to senior management roles and the slight increase in our mean gender pay gap reflects small changes within our executive diversity Compared to our work on gender equality we are earlier in our journey to improve the representation of Black Asian and Minority Ethnic BA ME people at Severn Trent,-21.935,0,0.0,0.0
834,Severn Trent PLC,Q503077,0,True,2020 Bloomberg Gender Equality Index GEI 6 000 companies across 84 countries and regions are eligible for the index which performance of public companies supporting gender equality through policy development representation and Intelligence Responsibility 100 Index We were ranked tenth in the inaugural Tortoise Intelligence Responsibility Index,-21.935,0,0.0,0.0
835,Severn Trent PLC,Q503077,0,True,Playing our part in improving the quality of rivers Ensuring a cycle page 14 Enhancing our natural environment page 18 Moderate impact Ensure inclusive and equitable quality education and promote lifelong learning all Offering graduate and apprenticeship schemes throughout our business New Training Academy in the Midlands Educating school children on the importance for the environment and healthy hydration Investing in skills and knowledge page 42 Achieve gender empower all girls Actively promoting gender equality in the workplace Promoting women into leadership positions from Board through to front line and new talent Empowering women in Bangladesh through our fundraising for Water Aid Providing a fair safe place to work page 37 Promote sustained inclusive and sustainable economic growth full and productive employment and decent work for all Taking a zero tolerance approach to modern slavery including in our supply chain Having a goal zero mindset to health and safety Providing a fair safe place to work page 37 Reduce inequality among countries Giving priority support to customers who need it Recruiting from social mobility cold spots Valuing and supporting diversity across our business,-21.935,0,0.0,0.0
836,Severn Trent PLC,Q503077,0,True,Bloomberg Gender Equality Index In 2020 we were announced as one of the 325 companies across 50 industries included in the,-21.935,0,0.0,0.0
837,Severn Trent PLC,Q503077,0,True,Across our strategic leader and director population 40 are female and look to our graduates and apprentices representing the next generation of leaders 25 are female demonstrating our inclusive culture to current and potential employees,-21.935,0,0.5,0.5
